Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
9,278,1158.3,4,4,3,443,Best Customers
24,52,718.08,3,3,3,333,Best Customers
273,10,268.58,1,1,1,111,Lost Customers
373,71,313.49,1,3,2,132,Lost Customers
0,501,2005.06,4,4,4,444,Best Customers
46,45,380.02,3,3,2,332,Lost Customers
7,149,2686.34,4,4,4,444,Best Customers
8,216,9451.54,4,4,4,444,Best Customers
3,205,5807.6900000000005,4,4,4,444,Best Customers
3,17,1164.55,4,1,3,413,Loyal Customers
38,56,1289.94,3,3,3,333,Best Customers
1,61,3899.1,4,3,4,434,Best Customers
190,93,1423.21,1,3,3,133,Big Spenders
11,59,1400.34,4,3,3,433,Best Customers
15,28,1088.53,4,2,3,423,Loyal Customers
112,70,1167.16,2,3,3,233,Big Spenders
247,19,294.3,1,2,2,122,Almost Lost
28,92,1311.79,3,3,3,333,Best Customers
43,5,389.64,3,1,2,312,Loyal Customers
86,30,563.15,2,2,2,222,Almost Lost
44,41,638.05,3,2,2,322,Loyal Customers
9,237,4965.38,4,4,4,444,Best Customers
14,38,738.96,4,2,3,423,Loyal Customers
74,19,420.5,2,2,2,222,Almost Lost
144,71,1484.06,1,3,3,133,Big Spenders
4,102,1625.97,4,3,4,434,Best Customers
293,7,53.8,1,1,1,111,Lost Customers
58,11,255.9,2,1,1,211,Almost Lost
263,21,300.52,1,2,2,122,Almost Lost
43,7,250.55,3,1,1,311,Loyal Customers
28,39,254.11,3,2,1,321,Loyal Customers
7,137,2423.07,4,4,4,444,Best Customers
16,6,139.5,4,1,1,411,Loyal Customers
2,1094,10641.6,4,4,4,444,Best Customers
231,52,876.42,1,3,3,133,Big Spenders
111,9,139.26,2,1,1,211,Almost Lost
57,60,1011.9,2,3,3,233,Big Spenders
50,134,2195.58,2,4,4,244,Big Spenders
3,3,-17.45,4,1,1,411,Loyal Customers
126,35,730.86,2,2,3,223,Almost Lost
280,41,386.15,1,2,2,122,Almost Lost
54,27,447.68,2,2,2,222,Almost Lost
319,6,200.10000000000002,1,1,1,111,Lost Customers
25,15,289.99,3,1,1,311,Loyal Customers
9,3,77.4,4,1,1,411,Loyal Customers
6,30,679.4399999999999,4,2,3,423,Loyal Customers
28,6,197.64,3,1,1,311,Loyal Customers
16,46,745.06,4,3,3,433,Best Customers
63,4,0.0,2,1,1,211,Almost Lost
3,15,214.14,4,1,1,411,Loyal Customers
2,82,1272.11,4,3,3,433,Best Customers
165,6,131.45000000000002,1,1,1,111,Lost Customers
0,1165,7839.51,4,4,4,444,Best Customers
52,12,173.74,2,1,1,211,Almost Lost
50,13,157.7,2,1,1,211,Almost Lost
47,392,4236.34,3,4,4,344,Best Customers
60,59,193.14,2,3,1,231,Lost Customers
161,44,845.55,1,3,3,133,Big Spenders
8,12,353.27,4,1,2,412,Loyal Customers
14,47,554.65,4,3,2,432,Lost Customers
74,11,193.39000000000001,2,1,1,211,Almost Lost
39,256,2175.37,3,4,4,344,Best Customers
40,255,2087.88,3,4,4,344,Best Customers
369,30,155.43,1,2,1,121,Lost Customers
36,53,778.5,3,3,3,333,Best Customers
196,4,271.85,1,1,1,111,Lost Customers
199,63,1110.34,1,3,3,133,Big Spenders
73,48,657.8,2,3,3,233,Big Spenders
63,13,272.07,2,1,1,211,Almost Lost
20,29,507.29,3,2,2,322,Loyal Customers
366,2,48.800000000000004,1,1,1,111,Lost Customers
179,70,321.43,1,3,2,132,Lost Customers
9,29,1127.71,4,2,3,423,Loyal Customers
3,121,2226.91,4,4,4,444,Best Customers
196,17,2139.76,1,1,4,114,Lost Customers
28,45,644.65,3,3,2,332,Lost Customers
52,40,197.13,2,2,1,221,Almost Lost
17,70,1698.35,3,3,4,334,Best Customers
9,6,102.44999999999999,4,1,1,411,Loyal Customers
89,110,1641.2,2,4,4,244,Big Spenders
267,4,62.85,1,1,1,111,Lost Customers
52,138,3295.76,2,4,4,244,Big Spenders
34,158,2456.8,3,4,4,344,Best Customers
63,130,3189.81,2,4,4,244,Big Spenders
148,13,309.4,1,1,2,112,Lost Customers
21,392,7904.28,3,4,4,344,Best Customers
311,22,278.15,1,2,1,121,Lost Customers
22,28,511.35,3,2,2,322,Loyal Customers
57,143,2836.69,2,4,4,244,Big Spenders
8,10,463.05,4,1,2,412,Loyal Customers
77,131,2749.89,2,4,4,244,Big Spenders
118,20,645.65,2,2,2,222,Almost Lost
35,66,1311.3799999999999,3,3,3,333,Best Customers
59,61,1165.65,2,3,3,233,Big Spenders
12,59,1352.04,4,3,3,433,Best Customers
8,12,168.62,4,1,1,411,Loyal Customers
51,6,125.79,2,1,1,211,Almost Lost
25,48,841.1999999999999,3,3,3,333,Best Customers
28,11,266.76,3,1,1,311,Loyal Customers
6,4,52.2,4,1,1,411,Loyal Customers
10,103,14197.45,4,4,4,444,Best Customers
185,37,701.33,1,2,3,123,Almost Lost
2,147,2939.64,4,4,4,444,Best Customers
3,72,721.95,4,3,3,433,Best Customers
261,13,327.25,1,1,2,112,Lost Customers
2,98,522.38,4,3,2,432,Lost Customers
209,28,519.68,1,2,2,122,Almost Lost
8,50,1448.72,4,3,3,433,Best Customers
12,124,1485.54,4,4,3,443,Best Customers
76,47,706.19,2,3,3,233,Big Spenders
19,17,255.4,3,1,1,311,Loyal Customers
26,11,589.7,3,1,2,312,Loyal Customers
18,54,756.64,3,3,3,333,Best Customers
131,15,765.3199999999999,2,1,3,213,Almost Lost
252,18,364.8,1,2,2,122,Almost Lost
78,6,1862.0,2,1,4,214,Almost Lost
206,20,369.2,1,2,2,122,Almost Lost
335,10,135.9,1,1,1,111,Lost Customers
253,7,125.65,1,1,1,111,Lost Customers
147,33,554.38,1,2,2,122,Almost Lost
9,73,1237.8500000000001,4,3,3,433,Best Customers
84,23,655.75,2,2,3,223,Almost Lost
7,506,11020.26,4,4,4,444,Best Customers
204,43,468.77000000000004,1,3,2,132,Lost Customers
7,55,1366.38,4,3,3,433,Best Customers
22,119,1228.32,3,4,3,343,Best Customers
10,98,1414.99,4,3,3,433,Best Customers
20,24,314.11,3,2,2,322,Loyal Customers
20,364,2744.48,3,4,4,344,Best Customers
1,69,1025.44,4,3,3,433,Best Customers
153,18,599.9,1,2,2,122,Almost Lost
2,168,3478.85,4,4,4,444,Best Customers
73,9,277.8,2,1,1,211,Almost Lost
2,35,389.86,4,2,2,422,Loyal Customers
0,5903,132572.62,4,4,4,444,Best Customers
16,28,841.52,4,2,3,423,Loyal Customers
35,87,1227.43,3,3,3,333,Best Customers
85,13,258.83,2,1,1,211,Almost Lost
70,79,1264.84,2,3,3,233,Big Spenders
115,45,1610.15,2,3,3,233,Big Spenders
212,57,977.77,1,3,3,133,Big Spenders
29,78,1316.07,3,3,3,333,Best Customers
50,44,749.1,2,3,3,233,Big Spenders
245,10,310.05,1,1,2,112,Lost Customers
31,11,223.88,3,1,1,311,Loyal Customers
108,128,2372.86,2,4,4,244,Big Spenders
4,42,964.6800000000001,4,2,3,423,Loyal Customers
365,17,363.53,1,1,2,112,Lost Customers
72,88,1888.84,2,3,4,234,Big Spenders
296,10,1784.71,1,1,4,114,Lost Customers
8,366,8117.42,4,4,4,444,Best Customers
56,35,1617.63,2,2,4,224,Almost Lost
29,172,5842.95,3,4,4,344,Best Customers
13,3,100.9,4,1,1,411,Loyal Customers
71,14,290.82,2,1,1,211,Almost Lost
22,64,1066.57,3,3,3,333,Best Customers
8,20,361.25,4,2,2,422,Loyal Customers
78,20,311.69,2,2,2,222,Almost Lost
45,149,7912.79,3,4,4,344,Best Customers
24,55,289.82,3,3,1,331,Lost Customers
11,85,336.17,4,3,2,432,Lost Customers
252,12,58.49,1,1,1,111,Lost Customers
146,42,499.68,1,2,2,122,Almost Lost
58,61,684.97,2,3,3,233,Big Spenders
7,27,221.27,4,2,1,421,Loyal Customers
10,317,7006.58,4,4,4,444,Best Customers
270,5,126.7,1,1,1,111,Lost Customers
9,198,1487.8,4,4,3,443,Best Customers
246,13,206.21,1,1,1,111,Lost Customers
95,83,599.0,2,3,2,232,Lost Customers
14,38,191.32,4,2,1,421,Loyal Customers
49,6,463.8,3,1,2,312,Loyal Customers
29,37,147.59,3,2,1,321,Loyal Customers
67,34,1592.06,2,2,3,223,Almost Lost
34,160,1116.57,3,4,3,343,Best Customers
127,18,114.77,2,2,1,221,Almost Lost
106,32,1314.45,2,2,3,223,Almost Lost
36,21,114.39,3,2,1,321,Loyal Customers
56,11,279.94,2,1,1,211,Almost Lost
56,73,765.86,2,3,3,233,Big Spenders
71,216,1931.42,2,4,4,244,Big Spenders
245,8,102.12,1,1,1,111,Lost Customers
18,41,213.27,3,2,1,321,Loyal Customers
197,87,296.75,1,3,2,132,Lost Customers
15,4,326.4,4,1,2,412,Loyal Customers
211,40,334.54,1,2,2,122,Almost Lost
38,61,233.23000000000002,3,3,1,331,Lost Customers
45,27,540.98,3,2,2,322,Loyal Customers
169,75,429.87,1,3,2,132,Lost Customers
47,77,490.52,3,3,2,332,Lost Customers
115,115,1641.76,2,4,4,244,Big Spenders
146,158,1246.32,1,4,3,143,Big Spenders
15,1160,6180.49,4,4,4,444,Best Customers
50,144,502.09,2,4,2,242,Lost Customers
158,12,156.91,1,1,1,111,Lost Customers
11,182,1261.78,4,4,3,443,Best Customers
35,20,308.94,3,2,2,322,Loyal Customers
53,128,423.04,2,4,2,242,Lost Customers
42,35,260.17,3,2,1,321,Loyal Customers
172,20,170.04,1,2,1,121,Lost Customers
33,20,125.58,3,2,1,321,Loyal Customers
38,32,456.26,3,2,2,322,Loyal Customers
266,70,266.0,1,3,1,131,Lost Customers
8,479,1872.28,4,4,4,444,Best Customers
11,135,905.04,4,4,3,443,Best Customers
2,563,6763.16,4,4,4,444,Best Customers
9,155,1661.33,4,4,4,444,Best Customers
32,72,377.01,3,3,2,332,Lost Customers
79,61,469.0,2,3,2,232,Lost Customers
30,37,1051.95,3,2,3,323,Loyal Customers
7,48,627.13,4,3,2,432,Lost Customers
71,7,518.28,2,1,2,212,Almost Lost
3,111,668.14,4,4,3,443,Best Customers
255,55,4464.1,1,3,4,134,Big Spenders
4,513,2571.02,4,4,4,444,Best Customers
15,400,4277.66,4,4,4,444,Best Customers
89,27,252.73000000000002,2,2,1,221,Almost Lost
71,127,465.55,2,4,2,242,Lost Customers
42,133,665.59,3,4,3,343,Best Customers
9,1508,19786.44,4,4,4,444,Best Customers
169,67,180.35,1,3,1,131,Lost Customers
198,5,135.93,1,1,1,111,Lost Customers
30,3,537.0,3,1,2,312,Loyal Customers
18,461,7629.38,3,4,4,344,Best Customers
151,13,633.66,1,1,2,112,Lost Customers
8,207,5064.01,4,4,4,444,Best Customers
269,22,343.62,1,2,2,122,Almost Lost
64,98,380.57,2,3,2,232,Lost Customers
273,3,121.17000000000002,1,1,1,111,Lost Customers
24,80,1727.17,3,3,4,334,Best Customers
22,143,1391.61,3,4,3,343,Best Customers
318,30,215.78,1,2,1,121,Lost Customers
4,71,697.79,4,3,3,433,Best Customers
11,114,302.1,4,4,2,442,Lost Customers
274,25,1489.5,1,2,3,123,Almost Lost
24,276,2124.9900000000002,3,4,4,344,Best Customers
40,239,1325.82,3,4,3,343,Best Customers
7,121,303.09,4,4,2,442,Lost Customers
3,410,54228.74,4,4,4,444,Best Customers
70,57,987.86,2,3,3,233,Big Spenders
212,5,370.79999999999995,1,1,2,112,Lost Customers
37,158,3135.98,3,4,4,344,Best Customers
31,53,760.59,3,3,3,333,Best Customers
77,82,1744.76,2,3,4,234,Big Spenders
45,104,553.36,3,4,2,342,Lost Customers
178,70,1109.53,1,3,3,133,Big Spenders
372,1,106.2,1,1,1,111,Lost Customers
93,26,982.07,2,2,3,223,Almost Lost
9,76,612.43,4,3,2,432,Lost Customers
104,42,748.87,2,2,3,223,Almost Lost
77,27,773.03,2,2,3,223,Almost Lost
172,49,880.85,1,3,3,133,Big Spenders
6,451,9623.35,4,4,4,444,Best Customers
212,48,893.66,1,3,3,133,Big Spenders
21,35,487.35,3,2,2,322,Loyal Customers
256,5,88.2,1,1,1,111,Lost Customers
281,15,306.94,1,1,2,112,Lost Customers
20,60,1140.27,3,3,3,333,Best Customers
9,145,2420.84,4,4,4,444,Best Customers
307,23,381.32,1,2,2,122,Almost Lost
53,31,476.96,2,2,2,222,Almost Lost
214,26,457.81,1,2,2,122,Almost Lost
17,112,4410.14,3,4,4,344,Best Customers
103,49,1364.7,2,3,3,233,Big Spenders
42,11,219.39000000000001,3,1,1,311,Loyal Customers
3,25,248.08,4,2,1,421,Loyal Customers
181,5,649.5,1,1,3,113,Lost Customers
83,23,410.48,2,2,2,222,Almost Lost
329,6,635.1,1,1,2,112,Lost Customers
8,9,310.03,4,1,2,412,Loyal Customers
30,35,703.36,3,2,3,323,Loyal Customers
166,71,1002.54,1,3,3,133,Big Spenders
17,101,2298.93,3,3,4,334,Best Customers
17,102,1407.73,3,3,3,333,Best Customers
310,20,247.66,1,2,1,121,Lost Customers
141,61,1291.75,2,3,3,233,Big Spenders
240,31,463.75,1,2,2,122,Almost Lost
23,40,970.25,3,2,3,323,Loyal Customers
28,84,1567.48,3,3,3,333,Best Customers
9,101,3439.41,4,3,4,434,Best Customers
29,197,2760.56,3,4,4,344,Best Customers
17,21,340.11,3,2,2,322,Loyal Customers
17,45,1352.75,3,3,3,333,Best Customers
14,80,1550.13,4,3,3,433,Best Customers
133,1,244.8,2,1,1,211,Almost Lost
245,14,266.4,1,1,1,111,Lost Customers
129,22,343.82,2,2,2,222,Almost Lost
49,28,457.72,3,2,2,322,Loyal Customers
84,87,1612.13,2,3,4,234,Big Spenders
6,106,2199.31,4,4,4,444,Best Customers
22,15,184.19,3,1,1,311,Loyal Customers
24,140,11117.05,3,4,4,344,Best Customers
65,16,406.53,2,1,2,212,Almost Lost
59,111,1419.54,2,4,3,243,Big Spenders
49,84,3447.4,3,3,4,334,Best Customers
169,22,330.11,1,2,2,122,Almost Lost
17,52,977.9300000000001,3,3,3,333,Best Customers
127,29,982.42,2,2,3,223,Almost Lost
14,73,1387.99,4,3,3,433,Best Customers
232,10,127.15,1,1,1,111,Lost Customers
2,69,1282.45,4,3,3,433,Best Customers
239,13,178.96,1,1,1,111,Lost Customers
51,81,2350.0,2,3,4,234,Big Spenders
45,26,498.74,3,2,2,322,Loyal Customers
225,14,259.45,1,1,1,111,Lost Customers
7,218,6530.04,4,4,4,444,Best Customers
3,67,1194.73,4,3,3,433,Best Customers
164,95,1313.66,1,3,3,133,Big Spenders
218,29,608.65,1,2,2,122,Almost Lost
10,20,301.29,4,2,2,422,Loyal Customers
133,23,520.8000000000001,2,2,2,222,Almost Lost
16,344,5303.97,4,4,4,444,Best Customers
9,278,4684.24,4,4,4,444,Best Customers
30,22,329.25,3,2,2,322,Loyal Customers
73,92,240.27,2,3,1,231,Lost Customers
0,55,961.49,4,3,3,433,Best Customers
3,133,1869.5,4,4,4,444,Best Customers
44,7,401.40000000000003,3,1,2,312,Loyal Customers
1,720,18573.68,4,4,4,444,Best Customers
356,4,158.16,1,1,1,111,Lost Customers
17,29,304.47,3,2,2,322,Loyal Customers
68,103,843.05,2,4,3,243,Big Spenders
372,27,487.75,1,2,2,122,Almost Lost
320,41,163.0,1,2,1,121,Lost Customers
25,5,106.56,3,1,1,311,Loyal Customers
324,7,1034.5,1,1,3,113,Lost Customers
8,110,1624.05,4,4,4,444,Best Customers
322,11,135.75,1,1,1,111,Lost Customers
71,23,224.14,2,2,1,221,Almost Lost
259,3,40.5,1,1,1,111,Lost Customers
17,95,2186.2,3,3,4,334,Best Customers
366,6,87.5,1,1,1,111,Lost Customers
65,18,680.28,2,2,3,223,Almost Lost
153,29,622.85,1,2,2,122,Almost Lost
28,63,406.76,3,3,2,332,Lost Customers
69,21,310.62,2,2,2,222,Almost Lost
13,19,411.41,4,2,2,422,Loyal Customers
1,93,4670.08,4,3,4,434,Best Customers
0,232,15802.14,4,4,4,444,Best Customers
119,51,1044.32,2,3,3,233,Big Spenders
60,19,499.32,2,2,2,222,Almost Lost
2,326,7521.17,4,4,4,444,Best Customers
2,1,3861.0,4,1,4,414,Loyal Customers
8,36,656.44,4,2,3,423,Loyal Customers
91,10,193.64,2,1,1,211,Almost Lost
58,13,1268.7,2,1,3,213,Almost Lost
78,97,927.84,2,3,3,233,Big Spenders
25,142,1827.8,3,4,4,344,Best Customers
356,9,316.58,1,1,2,112,Lost Customers
84,38,648.8299999999999,2,2,3,223,Almost Lost
9,9,420.29999999999995,4,1,2,412,Loyal Customers
0,43,867.62,4,3,3,433,Best Customers
224,20,331.18,1,2,2,122,Almost Lost
59,52,894.4100000000001,2,3,3,233,Big Spenders
238,7,88.94999999999999,1,1,1,111,Lost Customers
318,25,325.05,1,2,2,122,Almost Lost
1,110,1661.44,4,4,4,444,Best Customers
44,43,615.99,3,3,2,332,Lost Customers
87,2,96.6,2,1,1,211,Almost Lost
10,166,5756.89,4,4,4,444,Best Customers
175,9,305.75,1,1,2,112,Lost Customers
51,119,1758.92,2,4,4,244,Big Spenders
365,11,114.1,1,1,1,111,Lost Customers
318,5,585.0,1,1,2,112,Lost Customers
225,32,454.90000000000003,1,2,2,122,Almost Lost
357,16,310.48,1,1,2,112,Lost Customers
233,23,409.40000000000003,1,2,2,122,Almost Lost
310,8,154.41,1,1,1,111,Lost Customers
36,58,1219.4,3,3,3,333,Best Customers
65,126,3376.96,2,4,4,244,Big Spenders
238,23,429.6,1,2,2,122,Almost Lost
112,31,612.06,2,2,2,222,Almost Lost
276,14,197.0,1,1,1,111,Lost Customers
217,143,2247.51,1,4,4,144,Big Spenders
298,15,321.05,1,1,2,112,Lost Customers
1,99,1412.32,4,3,3,433,Best Customers
28,52,1056.54,3,3,3,333,Best Customers
9,52,764.34,4,3,3,433,Best Customers
44,83,1685.57,3,3,4,334,Best Customers
66,111,1738.59,2,4,4,244,Big Spenders
73,22,316.68,2,2,2,222,Almost Lost
64,34,631.57,2,2,2,222,Almost Lost
133,89,2515.84,2,3,4,234,Big Spenders
237,33,514.15,1,2,2,122,Almost Lost
121,6,356.0,2,1,2,212,Almost Lost
31,358,6657.36,3,4,4,344,Best Customers
8,121,10327.11,4,4,4,444,Best Customers
35,44,740.78,3,3,3,333,Best Customers
15,55,915.3,4,3,3,433,Best Customers
126,18,300.36,2,2,2,222,Almost Lost
66,47,890.85,2,3,3,233,Big Spenders
148,6,98.45,1,1,1,111,Lost Customers
280,8,232.14999999999998,1,1,1,111,Lost Customers
168,34,623.16,1,2,2,122,Almost Lost
99,78,1780.77,2,3,4,234,Big Spenders
134,19,254.82,2,2,1,221,Almost Lost
323,10,178.95000000000002,1,1,1,111,Lost Customers
106,12,156.51,2,1,1,211,Almost Lost
63,23,393.74,2,2,2,222,Almost Lost
150,82,1506.1200000000001,1,3,3,133,Big Spenders
337,6,119.3,1,1,1,111,Lost Customers
21,11,1717.36,3,1,4,314,Loyal Customers
23,2,408.8,3,1,2,312,Loyal Customers
15,48,2298.2,4,3,4,434,Best Customers
6,275,2485.82,4,4,4,444,Best Customers
56,63,721.94,2,3,3,233,Big Spenders
3,47,716.57,4,3,3,433,Best Customers
30,42,609.19,3,2,2,322,Loyal Customers
65,52,135.31,2,3,1,231,Lost Customers
46,12,255.89999999999998,3,1,1,311,Loyal Customers
354,21,277.40999999999997,1,2,1,121,Lost Customers
171,16,113.12,1,1,1,111,Lost Customers
58,150,2239.9500000000003,2,4,4,244,Big Spenders
49,3,240.55,3,1,1,311,Loyal Customers
21,21,485.24,3,2,2,322,Loyal Customers
42,88,2306.52,3,3,4,334,Best Customers
28,59,935.1,3,3,3,333,Best Customers
4,212,7803.7699999999995,4,4,4,444,Best Customers
25,109,4596.51,3,4,4,344,Best Customers
200,25,180.94,1,2,1,121,Lost Customers
43,200,3610.31,3,4,4,344,Best Customers
9,41,635.04,4,2,2,422,Loyal Customers
1,194,3774.1,4,4,4,444,Best Customers
66,12,3787.09,2,1,4,214,Almost Lost
63,28,496.44,2,2,2,222,Almost Lost
50,247,5028.12,2,4,4,244,Big Spenders
289,31,574.02,1,2,2,122,Almost Lost
60,26,680.3,2,2,3,223,Almost Lost
63,58,1174.35,2,3,3,233,Big Spenders
95,12,205.3,2,1,1,211,Almost Lost
270,21,302.27,1,2,2,122,Almost Lost
0,2491,59419.340000000004,4,4,4,444,Best Customers
74,48,921.1,2,3,3,233,Big Spenders
109,1,52.0,2,1,1,211,Almost Lost
198,24,327.97,1,2,2,122,Almost Lost
63,38,551.54,2,2,2,222,Almost Lost
326,1,165.0,1,1,1,111,Lost Customers
3,33,312.62,4,2,2,422,Loyal Customers
283,16,204.5,1,1,1,111,Lost Customers
43,36,267.13,3,2,1,321,Loyal Customers
48,106,2650.73,3,4,4,344,Best Customers
63,49,602.97,2,3,2,232,Lost Customers
103,49,162.29,2,3,1,231,Lost Customers
333,29,311.71,1,2,2,122,Almost Lost
52,10,208.75,2,1,1,211,Almost Lost
34,62,1005.5,3,3,3,333,Best Customers
31,13,714.96,3,1,3,313,Loyal Customers
365,35,1661.06,1,2,4,124,Almost Lost
207,16,1028.56,1,1,3,113,Lost Customers
156,99,351.67,1,3,2,132,Lost Customers
53,36,173.97,2,2,1,221,Almost Lost
65,88,557.57,2,3,2,232,Lost Customers
80,17,2020.52,2,1,4,214,Almost Lost
115,26,391.76,2,2,2,222,Almost Lost
86,21,364.5,2,2,2,222,Almost Lost
0,32,476.58,4,2,2,422,Loyal Customers
34,23,367.69,3,2,2,322,Loyal Customers
332,17,252.42000000000002,1,1,1,111,Lost Customers
365,5,201.60000000000002,1,1,1,111,Lost Customers
71,9,158.04,2,1,1,211,Almost Lost
157,72,473.81,1,3,2,132,Lost Customers
372,5,115.65,1,1,1,111,Lost Customers
11,233,1862.14,4,4,4,444,Best Customers
254,63,777.02,1,3,3,133,Big Spenders
28,14,277.05,3,1,1,311,Loyal Customers
30,519,2766.5,3,4,4,344,Best Customers
4,561,8234.8,4,4,4,444,Best Customers
39,13,427.93,3,1,2,312,Loyal Customers
361,7,418.92,1,1,2,112,Lost Customers
240,17,318.05,1,1,2,112,Lost Customers
95,29,913.19,2,2,3,223,Almost Lost
25,151,1330.45,3,4,3,343,Best Customers
74,44,602.51,2,3,2,232,Lost Customers
56,96,1867.69,2,3,4,234,Big Spenders
20,4,446.94000000000005,3,1,2,312,Loyal Customers
143,1,-1592.49,1,1,1,111,Lost Customers
40,95,2360.55,3,3,4,334,Best Customers
136,27,2007.3999999999999,2,2,4,224,Almost Lost
7,137,2213.11,4,4,4,444,Best Customers
128,3,168.0,2,1,1,211,Almost Lost
39,117,1233.3600000000001,3,4,3,343,Best Customers
168,196,3631.8900000000003,1,4,4,144,Big Spenders
8,37,1682.3600000000001,4,2,4,424,Loyal Customers
213,8,596.85,1,1,2,112,Lost Customers
14,306,5927.86,4,4,4,444,Best Customers
169,43,635.76,1,3,2,132,Lost Customers
39,12,316.88,3,1,2,312,Loyal Customers
185,31,394.14,1,2,2,122,Almost Lost
269,10,140.54,1,1,1,111,Lost Customers
171,1,500.0,1,1,2,112,Lost Customers
4,85,1515.73,4,3,3,433,Best Customers
15,12,231.86,4,1,1,411,Loyal Customers
9,85,2183.54,4,3,4,434,Best Customers
325,7,107.45,1,1,1,111,Lost Customers
112,14,288.18,2,1,1,211,Almost Lost
289,6,94.0,1,1,1,111,Lost Customers
15,74,1339.63,4,3,3,433,Best Customers
0,50,815.77,4,3,3,433,Best Customers
91,13,666.7,2,1,3,213,Almost Lost
148,42,626.77,1,2,2,122,Almost Lost
188,8,349.1,1,1,2,112,Lost Customers
17,58,426.61,3,3,2,332,Lost Customers
33,153,1056.44,3,4,3,343,Best Customers
263,34,267.18,1,2,1,121,Lost Customers
83,122,3450.84,2,4,4,244,Big Spenders
25,100,1346.38,3,3,3,333,Best Customers
170,10,190.53,1,1,1,111,Lost Customers
9,39,774.9000000000001,4,2,3,423,Loyal Customers
312,48,572.8100000000001,1,3,2,132,Lost Customers
64,193,3974.37,2,4,4,244,Big Spenders
84,28,508.8,2,2,2,222,Almost Lost
24,8,135.86,3,1,1,311,Loyal Customers
58,53,950.36,2,3,3,233,Big Spenders
322,6,97.7,1,1,1,111,Lost Customers
37,2,43.5,3,1,1,311,Loyal Customers
253,17,383.34,1,1,2,112,Lost Customers
18,300,1429.9,3,4,3,343,Best Customers
32,306,1483.14,3,4,3,343,Best Customers
14,6,93.78,4,1,1,411,Loyal Customers
26,83,364.90000000000003,3,3,2,332,Lost Customers
22,10,171.19,3,1,1,311,Loyal Customers
78,53,417.87,2,3,2,232,Lost Customers
7,59,997.48,4,3,3,433,Best Customers
21,29,149.29,3,2,1,321,Loyal Customers
11,329,1122.53,4,4,3,443,Best Customers
261,45,200.16,1,3,1,131,Lost Customers
130,25,156.57999999999998,2,2,1,221,Almost Lost
54,62,383.68,2,3,2,232,Lost Customers
248,2,594.0,1,1,2,112,Lost Customers
1,385,3212.16,4,4,4,444,Best Customers
8,219,1418.26,4,4,3,443,Best Customers
263,5,113.5,1,1,1,111,Lost Customers
330,9,155.17,1,1,1,111,Lost Customers
312,28,494.64,1,2,2,122,Almost Lost
25,62,971.22,3,3,3,333,Best Customers
29,30,429.84,3,2,2,322,Loyal Customers
29,58,538.73,3,3,2,332,Lost Customers
1,286,1388.37,4,4,3,443,Best Customers
361,25,179.1,1,2,1,121,Lost Customers
282,60,447.22,1,3,2,132,Lost Customers
261,58,237.07,1,3,1,131,Lost Customers
24,7,161.64,3,1,1,311,Loyal Customers
353,58,216.76,1,3,1,131,Lost Customers
93,11,234.6,2,1,1,211,Almost Lost
28,7,126.14,3,1,1,311,Loyal Customers
337,157,1048.85,1,4,3,143,Big Spenders
19,104,6945.0199999999995,3,4,4,344,Best Customers
84,57,334.53,2,3,2,232,Lost Customers
8,53,511.88,4,3,2,432,Lost Customers
34,29,438.46,3,2,2,322,Loyal Customers
42,27,504.5,3,2,2,322,Loyal Customers
1,77,469.48,4,3,2,432,Lost Customers
112,76,371.56,2,3,2,232,Lost Customers
13,14,1465.2,4,1,3,413,Loyal Customers
76,29,454.10999999999996,2,2,2,222,Almost Lost
39,46,1441.42,3,3,3,333,Best Customers
115,45,905.5,2,3,3,233,Big Spenders
15,127,6568.72,4,4,4,444,Best Customers
160,88,233.81,1,3,1,131,Lost Customers
0,189,3563.11,4,4,4,444,Best Customers
29,86,2575.0,3,3,4,334,Best Customers
92,2,91.32000000000001,2,1,1,211,Almost Lost
22,55,1090.03,3,3,3,333,Best Customers
94,155,3090.85,2,4,4,244,Big Spenders
27,35,659.4599999999999,3,2,3,323,Loyal Customers
32,299,1967.25,3,4,4,344,Best Customers
20,125,1299.23,3,4,3,343,Best Customers
17,16,1259.7,3,1,3,313,Loyal Customers
0,523,12396.46,4,4,4,444,Best Customers
7,68,1131.56,4,3,3,433,Best Customers
15,252,5541.46,4,4,4,444,Best Customers
362,70,147.09,1,3,1,131,Lost Customers
80,13,52.83,2,1,1,211,Almost Lost
52,99,3497.14,2,3,4,234,Big Spenders
22,164,979.26,3,4,3,343,Best Customers
171,46,492.36,1,3,2,132,Lost Customers
188,92,1000.27,1,3,3,133,Big Spenders
330,1,250.0,1,1,1,111,Lost Customers
11,160,909.23,4,4,3,443,Best Customers
155,7,121.0,1,1,1,111,Lost Customers
30,314,14520.08,3,4,4,344,Best Customers
11,218,2963.19,4,4,4,444,Best Customers
44,15,62.43,3,1,1,311,Loyal Customers
232,27,267.03,1,2,1,121,Lost Customers
63,220,1911.89,2,4,4,244,Big Spenders
1,18,343.5,4,2,2,422,Loyal Customers
35,200,2574.65,3,4,4,344,Best Customers
32,57,398.84,3,3,2,332,Lost Customers
83,10,412.01000000000005,2,1,2,212,Almost Lost
24,1,440.0,3,1,2,312,Loyal Customers
1,180,811.02,4,4,3,443,Best Customers
